116.355183	30.760280
116.855183	30.760280
117.355183	30.760280
117.855183	30.760280
118.355183	30.760280
118.855183	30.760280
119.355183	30.760280
119.855183	30.760280
120.355183	30.760280
120.855183	30.760280
121.355183	30.760280
121.855183	30.760280
122.355183	30.760280
116.355183	31.260280
116.855183	31.260280
117.355183	31.260280
117.855183	31.260280
118.355183	31.260280
118.855183	31.260280
119.355183	31.260280
119.855183	31.260280
120.355183	31.260280
120.855183	31.260280
121.355183	31.260280
121.855183	31.260280
122.355183	31.260280
116.355183	31.760280
116.855183	31.760280
117.355183	31.760280
117.855183	31.760280
118.355183	31.760280
118.855183	31.760280
119.355183	31.760280
119.855183	31.760280
120.355183	31.760280
120.855183	31.760280
121.355183	31.760280
121.855183	31.760280
122.355183	31.760280
116.355183	32.260280
116.855183	32.260280
117.355183	32.260280
117.855183	32.260280
118.355183	32.260280
118.855183	32.260280
119.355183	32.260280
119.855183	32.260280
120.355183	32.260280
120.855183	32.260280
121.355183	32.260280
121.855183	32.260280
122.355183	32.260280
116.355183	32.760280
116.855183	32.760280
117.355183	32.760280
117.855183	32.760280
118.355183	32.760280
118.855183	32.760280
119.355183	32.760280
119.855183	32.760280
120.355183	32.760280
120.855183	32.760280
121.355183	32.760280
121.855183	32.760280
122.355183	32.760280
116.355183	33.260280
116.855183	33.260280
117.355183	33.260280
117.855183	33.260280
118.355183	33.260280
118.855183	33.260280
119.355183	33.260280
119.855183	33.260280
120.355183	33.260280
120.855183	33.260280
121.355183	33.260280
121.855183	33.260280
122.355183	33.260280
116.355183	33.760280
116.855183	33.760280
117.355183	33.760280
117.855183	33.760280
118.355183	33.760280
118.855183	33.760280
119.355183	33.760280
119.855183	33.760280
120.355183	33.760280
120.855183	33.760280
121.355183	33.760280
121.855183	33.760280
122.355183	33.760280
116.355183	34.260280
116.855183	34.260280
117.355183	34.260280
117.855183	34.260280
118.355183	34.260280
118.855183	34.260280
119.355183	34.260280
119.855183	34.260280
120.355183	34.260280
120.855183	34.260280
121.355183	34.260280
121.855183	34.260280
122.355183	34.260280
116.355183	34.760280
116.855183	34.760280
117.355183	34.760280
117.855183	34.760280
118.355183	34.760280
118.855183	34.760280
119.355183	34.760280
119.855183	34.760280
120.355183	34.760280
120.855183	34.760280
121.355183	34.760280
121.855183	34.760280
122.355183	34.760280
116.355183	35.260280
116.855183	35.260280
117.355183	35.260280
117.855183	35.260280
118.355183	35.260280
118.855183	35.260280
119.355183	35.260280
119.855183	35.260280
120.355183	35.260280
120.855183	35.260280
121.355183	35.260280
121.855183	35.260280
122.355183	35.260280
