  116.355183   30.760280     23.691
  116.855183   30.760280     24.660
  117.355183   30.760280     25.466
  117.855183   30.760280     26.313
  118.355183   30.760280     27.127
  118.855183   30.760280     27.888
  119.355183   30.760280     28.487
  119.855183   30.760280     28.908
  120.355183   30.760280     29.301
  120.855183   30.760280     30.061
  121.355183   30.760280     31.208
  121.855183   30.760280     32.039
  122.355183   30.760280     32.542
  116.355183   31.260280     23.689
  116.855183   31.260280     24.635
  117.355183   31.260280     25.526
  117.855183   31.260280     26.426
  118.355183   31.260280     27.264
  118.855183   31.260280     28.054
  119.355183   31.260280     28.658
  119.855183   31.260280     29.071
  120.355183   31.260280     29.472
  120.855183   31.260280     30.291
  121.355183   31.260280     31.320
  121.855183   31.260280     32.262
  122.355183   31.260280     32.880
  116.355183   31.760280     23.601
  116.855183   31.760280     24.566
  117.355183   31.760280     25.358
  117.855183   31.760280     26.417
  118.355183   31.760280     27.341
  118.855183   31.760280     28.197
  119.355183   31.760280     28.857
  119.855183   31.760280     29.340
  120.355183   31.760280     29.757
  120.855183   31.760280     30.508
  121.355183   31.760280     31.620
  121.855183   31.760280     32.374
  122.355183   31.760280     32.970
  116.355183   32.260280     23.577
  116.855183   32.260280     24.540
  117.355183   32.260280     25.305
  117.855183   32.260280     26.230
  118.355183   32.260280     27.386
  118.855183   32.260280     28.337
  119.355183   32.260280     29.082
  119.855183   32.260280     29.624
  120.355183   32.260280     30.163
  120.855183   32.260280     30.933
  121.355183   32.260280     31.897
  121.855183   32.260280     32.656
  122.355183   32.260280     33.086
  116.355183   32.760280     23.923
  116.855183   32.760280     24.704
  117.355183   32.760280     25.445
  117.855183   32.760280     26.399
  118.355183   32.760280     27.411
  118.855183   32.760280     28.501
  119.355183   32.760280     29.387
  119.855183   32.760280     29.952
  120.355183   32.760280     30.582
  120.855183   32.760280     31.395
  121.355183   32.760280     32.263
  121.855183   32.760280     32.909
  122.355183   32.760280     33.379
  116.355183   33.260280     24.191
  116.855183   33.260280     25.098
  117.355183   33.260280     25.883
  117.855183   33.260280     26.759
  118.355183   33.260280     27.636
  118.855183   33.260280     28.748
  119.355183   33.260280     29.688
  119.855183   33.260280     30.303
  120.355183   33.260280     31.030
  120.855183   33.260280     31.831
  121.355183   33.260280     32.610
  121.855183   33.260280     33.219
  122.355183   33.260280     33.722
  116.355183   33.760280     24.673
  116.855183   33.760280     25.486
  117.355183   33.760280     26.367
  117.855183   33.760280     27.114
  118.355183   33.760280     27.872
  118.855183   33.760280     28.909
  119.355183   33.760280     30.008
  119.855183   33.760280     30.699
  120.355183   33.760280     31.444
  120.855183   33.760280     32.207
  121.355183   33.760280     32.856
  121.855183   33.760280     33.514
  122.355183   33.760280     34.085
  116.355183   34.260280     25.317
  116.855183   34.260280     26.133
  117.355183   34.260280     26.856
  117.855183   34.260280     27.484
  118.355183   34.260280     28.186
  118.855183   34.260280     29.149
  119.355183   34.260280     30.234
  119.855183   34.260280     31.124
  120.355183   34.260280     31.814
  120.855183   34.260280     32.503
  121.355183   34.260280     33.151
  121.855183   34.260280     33.763
  122.355183   34.260280     34.396
  116.355183   34.760280     25.846
  116.855183   34.760280     26.598
  117.355183   34.760280     27.370
  117.855183   34.760280     27.907
  118.355183   34.760280     28.514
  118.855183   34.760280     29.602
  119.355183   34.760280     30.576
  119.855183   34.760280     31.381
  120.355183   34.760280     32.027
  120.855183   34.760280     32.787
  121.355183   34.760280     33.374
  121.855183   34.760280     34.006
  122.355183   34.760280     34.668
  116.355183   35.260280     26.313
  116.855183   35.260280     26.969
  117.355183   35.260280     27.724
  117.855183   35.260280     28.344
  118.355183   35.260280     29.016
  118.855183   35.260280     29.914
  119.355183   35.260280     30.821
  119.855183   35.260280     31.655
  120.355183   35.260280     32.252
  120.855183   35.260280     32.877
  121.355183   35.260280     33.554
  121.855183   35.260280     34.202
  122.355183   35.260280     34.927
